3.4.0,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4-7154d08,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.0-RC2,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4-148221d,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4-4c07d83,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.0-RC1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.14-6-d8a0441,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.14-5-4591364,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.14-2-0972521,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.14-1-5d11fe9,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.14,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.13-7-ea6f370,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.13-8-b39c2a7,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.13-7-89a85e1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.13,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.12,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
2.5.5,cats-effect,cats-effect-laws
3.3.11,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.10,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.9-20-44bf4e1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4-389-3862cf0,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4-387-e167c59,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.9,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.8,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.7,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-3-f485cc2,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.6,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.5,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.4,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.3,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.2,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-59-42e8db9,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3.0,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-393-da7c7c7,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.9,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
2.5.4,cats-effect,cats-effect-laws
3.3-162-2022ef9,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-161-09d830c,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-141-b15d57b,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-138-c458766,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-115-fab668b,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.8,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.7,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.6,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.3-7-579f468,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.5,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.4,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2-24-5b17308,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.3,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.2.2,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
2.5.3,cats-effect,cats-effect-laws
3.2.1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
2.5.2,cats-effect,cats-effect-laws
3.2.0,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.1.1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
2.5.1,cats-effect,cats-effect-laws
